《中华人民共和国刑法》规定，走私、贩卖、运输、制造鸦片不满二百克、海洛因或者甲基苯丙胺不满（ ）克或者其他少量毒品的，处三年以下有期徒刑、拘役或者管制，并处罚金；情节严重的，处三年以上七年以下有期徒刑，并处罚金。,A
在植物古柯树叶中提取的一种生物碱是一种中枢神经系统的兴奋剂，叫做（ ）。,A
在众多毒品中，有很多抑制剂类药物，被不法之徒用来对女性实施性侵犯，它们也被称之为“约会迷奸药”。以下属于此类毒品的是（ ）？,A
田某发现，在美国留学期间结识的朋友劳伦经常在微信朋友圈出售一些称为化学制出来的糖果、巧克力和“叶子”味的烟弹， 这些很有可能是毒品（ ）。,D
（ ）的滥用历史悠久，地域广泛，全球滥用者最多。,D
合成毒品（ ） 又称海米那、眠可欣，临床上适用于各种类型的失眠症，该药久用可成瘾，已成为国内外滥用药物之一。（ ）,D
合成毒品“麻古”的主要成分是甲基苯丙胺和（ ）。,C
国家鼓励公民举报毒品违法犯罪行为。各级人民政府和有关部门应当对举报人予以保护，对（ ），给予表彰和奖励。,C
在迪厅、酒吧、KTV 等娱乐场所，如果你看到了一种红色药丸（或药片）状的东西，那你可能就是看到了（ ），千万小心不 要沾染。（ ）,C
贩卖毒品负刑事责任的年龄是（ ）。,C
公安机关可以对涉嫌吸毒的人员进行必要的检测，被检测人员应当予以配合；对拒绝接受检测的，经县级以上人民政府公安机关或者其派出机构负责人批准，可以（ ）。,D
从医学角度看，吸毒成瘾是一种疾病，是（ ）。,D
非法种植罂粟不满五百株或者其他少量毒品原植物，在成熟前自行铲除的，（ ）。,B
毒品是使用后能够产生（ ）的物质。,B
有一类毒品既有兴奋作用又有致幻作用，以下是这类毒品代表的是（ ） 。,D
《禁毒法》规定，国家采取各种措施帮助吸毒人员戒除毒瘾，（ ）吸毒人员。吸毒成瘾人员应当进行戒毒治疗。,C
《中华人民共和国刑法》规定，毒品的数量以（ ）属实的走私、贩卖、运输、制造、非法持有毒品的数量计算，不以纯度折算。,C
“金新月”国际毒源地是指以下哪几个国家的交界地带？,B
根据毒品来源和生产方法不同，可分为天然毒品和（ ）。,A
我国近代史中的第一次“鸦片战争”是哪国发起的？,C
海洛因同吗啡相比，其成瘾性（ ）。,A
成瘾是由于( )某种有依赖性药物或物质引起的一种慢性中毒状态。,A
吸食以后情绪容易激昂冲动。成瘾后就算是停止复吸，很久以后还会出现幻听、幻觉、被害妄想等精神病稽延症状。这是（ ）类毒品的精神病⼀特征。,C
引诱、教唆、欺骗或者强迫（ ）吸食、注射毒品的，从重处罚。,B
三唑仑是一种强效的 （ ）。,C
将毒品捻成粉末放入水杯或瓶中，加水溶解，用注射器抽取毒品溶解液，从静脉注入。这不可能是在滥用：,C
由于吸毒者极易感染各种疾病，包括性病，丙型肝炎等，注射毒品是传染（ ）的主要途径。,B
目前，我国逐步形成了“尿液+唾液+血液+（ ）”四位一体的吸毒检测体系。,B
国家鼓励志愿人员参与（ ）工作。地方各级人民政府应当对志愿人员进行指导、培训，并提供必要的工作条件。,C
郑某在南方某地购得15克海洛因藏在家中准备自己吸食，后被公安机关查获，郑某的行为构成了什么罪？（ ）,B
广大青少年在日常生活中防毒要做到：一是不要听人蛊惑，受人引诱; 二是不要与吸毒者、贩毒者为伍;三是不要接受有吸毒劣迹的人送的香烟; 四是（ ） 。,B
（ ）俗称 K 粉，联合国把它归为新精神活性物质，但是在我国属于合成类毒品。,A
不属于阿片类毒品的是（ ）,C
"（ ） 化学名称叫二乙酰吗啡,呈白色粉末状,俗称“白粉”、“白面”、“四号”。",C
从毒品对人的中枢神经的作用看，可分为抑制剂、致幻剂和兴奋 剂等，其中属于抑制剂的毒品种类是（ ）。,A
《禁毒法》规定，禁止非法（ ）麻醉药品、精神药品和易制毒化学品的制造方法。公安机关接到举报或者发现此类情况，应当及时依法查处。,C
《破冰行动》中林耀东的原型人物是（ ）,D
对青少年远离毒品的影响因素最重要的是（ ）,C
当有人以各种借口引诱你吸食毒品或尝试可能是毒品的药丸时，正确的做法是（ ）。,A
当发现有人可能正在吸毒或实施涉及毒品的违法犯罪行为时，应该 （ ）。,A
将不明物质弄成粉末，然后鼻孔用力吸入，这可能不是在吸食：,D
各级人民政府和有关部门应当建立健全举报奖励和举报人保护制度，对举报毒品违法犯罪并经查证属实的人员给予奖励，并对举报人的身份信息予以保密，对举报人予以保护。,对
对毒品犯罪的处罚不包括生命刑，即死刑。,错
向未成年人贩卖毒品的，可以从重处罚。,对
对多次走私、贩卖、运输、制造毒品未处理的，毒品数量累计计算。,对
对于以出卖为目的而非法收买毒品的行为应定贩卖毒品罪。,对
如果以医疗、科学研究或者教学为目的开展麻醉药品和精神药品实验研究活动，在特殊情况下，即使没有获得国务院药品监督管理部门的批准也可以自行开展。,错
精神药品的原料和制剂，按国家计划调拨，生产单位经批准后可以自行销售。,错
国家对麻醉药品的制造严格控制，但对其药用原植物种植不实行严格管制。,错
经有关部门批准，戒毒康复治疗机构可以委托个人开办戒毒脱瘾治疗业务。,错
吸毒人员可以自行到具有戒毒治疗资质的医疗机构接受戒毒治疗。,对
麻醉药品不属于《中华人民共和国禁毒法》所指的毒品。,错
凡具有社会责任感、遵纪守法、热心禁毒工作、具备从事禁毒志愿服务工作的能力，每年自愿参加48个小时以上禁毒志愿服务的18岁以上公民， 均可申请成为禁毒志愿者。,对
“金新月”位于阿富汗、巴基斯坦、伊朗三国的接壤地区。,对
世界上第一个国际禁毒公约是《海牙禁止鸦片公约》。,对
孙中山曾经说过：鸦片为中国之巨害，其杀吾国民，甚于干戈、瘟疫饥馑之患。,对
申请成为禁毒志愿者的年龄一般要求是多少岁以上？（）,D
下列属于戒毒措施的是（）。,A
对吸毒成瘾人员，公安机关可责令其接受社区戒毒期限为（）年。,C
不满十六周岁的未成年人吸毒成瘾严重的，可以不适用（）。,A
《禁毒法》规定，国家采取各种措施（）吸毒人员戒除毒瘾，教育和挽救吸毒人员。吸毒成瘾人员应当进行戒毒治疗。,C
《禁毒法》规定，禁止非法传授麻醉药品、精神药品和易制毒化学品的（）方法。,C
林某多次劝诱与其共同生活的弟弟吸食鸦片，未得逞，后林某以不继续供给上学费用要挟，使其弟弟吸食鸦片四次。林某的行为构成（）。,A
走私、贩卖、运输、制造毒品，（），都应当追究刑事责任，予以刑事处罚。,A
非法持有甲基苯丙胺（俗称“冰毒”）（）以上，处七年以上有期徒刑或者无期徒刑，并处罚金。,D
引诱、教唆、欺骗或者强迫（）吸食、注射毒品的，从重处罚。,B
容留他人（）毒品的，涉嫌容留他人吸毒罪。,C
强迫他人吸毒、注射毒品的，处（）有期徒刑，并处罚金。,C
刑法规定，对非法种植罂粟、大麻等毒品原植物，经公安机关处理后又种植的（）。,C
包庇走私、贩卖、运输、制造毒品的犯罪分子，为犯罪分子窝藏、转移、隐瞒毒品或犯罪所得的财物的，处三年以上有期徒刑，拘役或者管制，情节严重的，处三年以上十年以下有期徒刑，以上法律条款源于（）。,D
以下哪个不是吸食合成毒品的诱因？,C
合成毒品直接作用于人体的（）。,C
氯胺酮，属国家规定的二类精神药品，其俗称为（）。,C
冰毒属于苯丙胺类中枢神经（）。,B
冰毒的原植物是（）。,C
大麻经提炼可以成为（）。,A
以下哪种毒品是合成毒品（）。,D
海洛因吸毒者的典型体征是（）。,B
海洛因同吗啡相比，其成瘾性（）。,A
海洛因是由（）反应而制成的。,C
纯净的吗啡为无色或白色的粉末或结晶。粗制吗啡通常被称为（）。,C
鸦片中所含主要生物碱是（）。,C
在中国下列属于毒品的是（）。,D
位于西南亚的阿富汗、巴基斯坦、伊朗三国接壤地区是世界毒源地之一的（）。,C
毒品的心理依赖是指人在多次用药后所产生的在心理上、精神上对所用药物的（）或强制性觅药的心理倾向。,C
《禁毒法》所称的“毒品”是指国家规定管制的（）。,C
根据《中华人民共和国反间谍法》规定，境外机构、组织、个人实施或者指使、资助他人实施的，或者境内机构、组织、个人与境外机构、组织、个人相勾结实施的危害中华人民共和国国家安全的间谍行为，都必须受到法律追究。（）,对
根据《中华人民共和国国家安全法》规定，我国公民应履行下列哪些义务（）①遵守宪法、法律法规关于国家安全的有关规定②为国家安全工作提供便利条件或者其他协助③保守所知悉的国家秘密④及时报告危害国家安全活动的线索,B
根据《中华人民共和国国家安全法》的规定，国家建设网络与信息安全保障体系，加强网络管理，防范、制止和依法惩治（）等网络违法犯罪行为，维护国家网络空间主权、安全和发展利益。①网络窃密②散布违法有害信息③网络攻击④网络入侵,D
根据《中华人民共和国国家安全法》的规定，港澳同胞和台湾同胞在内的全中国人民的共同义务包括（）。①维护领土完整②维护国家主权③维护国家统一④搜集关于国家安全的情报信息,A
《中华人民共和国反间谍法》所称的间谍行为，包括（）。①间谍组织及其代理人实施或者指使、资助他人实施，或者境内外机构、组织、个人与其相勾结实施的危害中华人民共和国国家安全的活动；②参加间谍组织或者接受间谍组织及其代理人的任务的；③间谍组织及其代理人以外的其他境外机构、组织、个人实施或者指使、资助他人实施，或者境内机构、组织、个人与其相勾结实施的窃取、刺探、收买或者非法提供国家秘密或者情报，或者策动、引诱、收买国家工作人员叛变的活动；④为敌人指示攻击目标的；进行其他间谍活动的。,B
维护国家安全，人人有责。下列哪些行为符合《国家安全法》的要求：（）①遵守宪法、法律法规中关于国家安全的有关规定；②发现有危害国家安全活动时，及时向有关机构报告线索；③并如实提供所知悉的证据；④必要时，支持和协助国家安全机关、公安机关和有关军事机关。,C
关于“国家安全”正确的说法有（）。①是国家的事，与公民个人关系不大②关系着整个国家民族的生死存亡③与每一个公民的切身利益息息相关④维护国家安全是公民的基本义务,B
下列行为中，属于危害国家安全行为的有（）。,D
根据《国家安全法》的规定，国家反对一切形式的（）和（）。,B
任何个人和组织违反国家安全法和有关法律，（）或者从事危害国家安全活动的，依法追究法律责任。,B
我国的（）规定，如果公民发现危害国家安全法的行为，应当及时向国家安全机关报告。,D
"为了方便公民和组织向国家安全机关举报间谍行为或线索,国家安全部设立的间谍行为全国举报电话是（）。",A
每年的（）为全民国家安全教育日。,D
根据《中华人民共和国反间谍法》规定，下列关于公民在反间谍过程中的权利义务，说法错误的是（）。,C
下列哪一项行为不是《中华人民共和国反间谍法》规定的间谍行为（）。,C
根据《中华人民共和国反间谍法》规定，在国家安全机关调查了解有关间谍行为的情况、收集有关证据时，有关组织和个人应当（），不得拒绝。,C
侨居国外的中国公民在中国境内，台湾居民在大陆，香港、澳门居民进行宗教活动，参照《中华人民共和国境内外国人宗教活动管理规定》执行。（ ）,对
宗教活动场所举办经济实体，无须纳税。（ ）,错
如果捐赠方提供的实物，没有提供相关凭据的，宗教活动场所不必入账。（ ）,错
宗教活动场所的负责人可以同时兼任出纳。（ ）,错
根据《宗教教职人员备案办法》之规定，宗教团体依照本宗教的有关规定解除宗教教职人员身份，还须到原备案的政府宗教事务部门办理注销备案手续。（ ）,对
宗教团体、宗教活动场所必须接受人民政府宗教事务部门的监督管理。（ ）,对
宗教活动场所应当成立财务管理小组，在本场所管理组织的领导下对本场所的财务进行管理。财务管理小组一般由本场所管理组织负责人、会计人员、出纳人员等组成。（）,对
宗教院校的变更、撤销与合并，均应按申请设立宗教院校的相关要求办理。（）,对
宗教院校由全国性宗教团体或省、自治区、直辖市宗教团体举办。其他任何组织和个人都不得举办宗教院校。（）,对
外国人到中国宗教院校讲学，须根据《宗教院校聘用外籍专业人员办法》的规定办理。（）,对
宗教教职人员主持宗教活动、举行宗教仪式、从事宗教典籍整理、进行宗教文化研究等活动，受法律保护。（）,对
违反《网络安全法》第二十七条规定，受到治安管理处罚的人员，五年内不得从事网络安全管理和网络运营关键岗位的工作；受到刑事处罚的人员，十年内不得从事网络安全管理和网络运营关键岗位的工作。（）,错
《境外非政府组织境内活动管理法》的立法目的是为了规范、引导境外非政府组织在中国境内的活动，保障其合法权益，促进交流与合作。（）,对
《境外非政府组织境内活动管理法》规定，对境外非政府组织代表机构进行年度检查可以依法减免费用。（）,错
境外非政府组织在中国境内开展活动，只接受登记管理机关的监督管理。（）,错
境外非政府组织未登记设立代表机构，可以临时在中国境内开展活动。（）,错
相关部门因履行反恐怖主义职责的紧急需要，根据《反恐怖主义法》的规定征用单位和个人的财产，造成损失的，应当赔偿。（）,错
人民警察、人民武装警察以及其他依法配备、携带武器的应对处置人员， 对在现场持枪支、刀具等凶器或者使用其他危险方法，正在或者准备实施暴力行为的恐怖活动人员，必须先警告无效后才可以使用武器。（）,错
电信、互联网、金融、住宿、长途客运、机动车租赁等业务经营者、服务提供者，应当对客户身份进行查验。对身份不明或者拒绝身份查验的，可以在提供服务的同时向公安机关报告。（）,错
被认定的恐怖活动组织和人员对认定不服的，可以通过国家反恐怖主义工作领导机构的办事机构申请复核。国家反恐怖主义工作领导机构应当及时进行复核，作出维持或者撤销认定的决定。若不服复核决定，还可以向人民法院提起行政诉讼。（）,错
审计、财政、税务等部门在依照法律、行政法规的规定对单位实施监督检查的过程中，发现资金流入流出涉嫌恐怖主义融资的，应当及时通报公安机关。（）,对
恐怖事件发生、发展和应对处置信息，由恐怖事件发生地的公安机关统一发布。（）,错
任何单位和个人都有协助、配合有关部门开展反恐怖主义工作的义务。（）,对
重点目标的管理单位采集的视频图像信息保存期限不得少于 60 日。（）,错
在反恐怖主义工作中，应当尊重公民的宗教信仰自由和民族风俗习惯， 禁止任何基于地域、民族、宗教等理由的歧视性做法。 (),对
对恐怖案件有管辖权的只有公安机关。（）,错
国家对支持、协助和配合国家情报工作的个人和组织给予保护。（）,对
国家情报工作机构根据工作需要，按照国家有关规定，可以提请海关、出入境边防检查等机关提供免检等便利。（）,对
国家情报工作机构工作人员在日常工作中，经出示相应证件，可以享受通行便利。（）,错
国家情报工作机构依法开展情报工作，可以要求有关机关、组织和公民提供必要的支持、协助和配合。（）,对
为了加强和保障国家情报工作，维护国家安全和利益，根据国家安全法， 制定国家情报法。（）,错
泄露有关反间谍工作的国家秘密的，由国家安全机关或者保密行政管理部门处十五日以下行政拘留；构成犯罪的，依法追究刑事责任。（）,错
故意阻碍国家安全机关依法执行任务，未使用暴力、威胁方法，造成严重后果的，由其所在单位或者上级主管部门予以处分。（）,错
对协助国家安全机关工作或者依法检举、控告的个人和组织，任何个人和组织不得压制和打击报复。（）,对
任何个人和组织对国家安全机关及其工作人员超越职权、滥用职权和其他违法行为，都有权向上级国家安全机关或者有关部门检举、控告。受理检举、控告的国家安全机关或者有关部门应当及时查清事实，负责处理，并将处理结果及时告知检举人、控告人。（）,对
任何个人和组织都不得非法持有、使用间谍活动特殊需要的专用间谍器材。专用间谍器材由国家安全机关依照国家有关规定确认。（）,错
因特殊工作需要，有关个人和组织可以非法持有属于国家秘密的文件、资料和其他物品。（）,错
任何公民和组织都应当保守所知悉的有关反间谍工作的国家秘密、商业秘密和个人隐私。（）,错
在国家安全机关调查了解有关间谍行为的情况、收集有关证据时，有关组织和个人应当视情提供，不得拒绝。（）,错
公民发现间谍行为或者线索，应当及时向国家安全机关报告，不得延误。但如果认为意义不大、无关大局的，可以不报。（）,错
公民和组织发现间谍行为，应当及时向国家安全机关报告；向公安机关等其他国家机关、组织报告的，相关国家机关、组织应当依法处理。（）,错
公民因协助反间谍工作，本人或者其亲友的人身、财产安全面临危险的， 可以向国家安全机关请求予以保护。国家安全机关应当会同有关部门依法采取保护措施。（）,错
公民和组织尽可能为反间谍工作提供便利或者其他协助。（）,错
机关、团体和其他组织应当对本单位的人员进行维护国家安全的教育， 动员、组织本单位的人员防范、制止和惩治间谍行为。（）,错
国家安全机关工作人员依法执行职务受法律保护。（）,对
国家安全机关因反间谍工作需要，依法查封、扣押查验中存在危害国家安全情形、拒绝整改或者整改后仍不符合要求的组织和个人的电子通信工具、器材等设备、设施，在危害国家安全的情形消除后，视情予以解除查封、扣押。（）,错
国家安全机关因反间谍工作需要，可以依照规定查验有关组织和个人的电子通信工具、器材等设备、设施。查验中发现存在危害国家安全情形的，可以直接予以查封、扣押。（）,错
国家安全机关在反间谍工作中依法行使侦查、拘留、预审和批准逮捕以及法律规定的其他职权。（）,错
国家对支持、协助反间谍工作的组织和个人给予保护，对作出贡献的给予奖励。（）,错
中华人民共和国公民有维护国家的安全、荣誉和利益的义务，不得有危害国家的安全、荣誉和利益的行为。（）,对
国家安全机关是反间谍工作的主管机关。公安、保密行政管理等其他有关部门和军队有关部门按照职责分工，各司其职，密切配合，依法做好有关工作。（）,错
国家安全机关在侦破某涉嫌危害国家安全犯罪案件中，对某单位员工采取强制措施时，该单位可以该人员系商业秘密知情人员为由拒绝协助配合。（）,错
任何个人和组织不得有危害国家安全的行为，不得向危害国家安全的个人或者组织提供任何资助或者协助（）,对
企业事业组织应当依法配合有关部门采取相关安全措施。（）,对
国家依法采取必要措施，保护海外华人华侨、组织和机构的安全和正当权益，保护国家的海外利益不受威胁和侵害。（）,错
国家安全工作应当统筹内部安全和外部安全、国土安全和国民安全、传统安全和非传统安全、自身安全和共同安全。（）,对
国家安全工作应当坚持总体国家安全观，以政治安全为宗旨，以人民安全为根本，以经济安全为基础。（）,错
在国家安全工作中，需要采取限制公民权利和自由的特别措施时， 为了国家安全需要，有时可以超限行使。（）,错
在紧急情况下，中华人民共和国国家主席可以决定全国或者个别省、自治区、直辖市进入紧急状态。（）,错
维护国家安全，应当遵守宪法和法律，坚持社会主义法治原则，尊重和保障人权，依法保护公民的权利和自由。（）,对
县级以上地方人民政府及其有关主管部门应当立即按照规定向上一级人民政府及其有关主管部门报告，不可以越级上报。（）,错
公民和组织履行维护国家安全的义务不包括为国家安全工作提供便利条件或者其他协助。（）,错
受过刑事处罚的人，在入伍、就业的时候，可以不向有关单位报告。（）,错
组织、领导恐怖活动组织的处十年以上有期徒刑或者无期徒刑，并处没收财产。（）,对
明知自己的行为会发生危害社会的结果，并且希望或者放任这种结果发生，因而构成犯罪的，是故意犯罪。（）,对
对于危害国家安全的犯罪分子应当附加剥夺政治权利。（）,对
坚持党的领导是政治安全的重要组成部分，是实现国家利益的重要手段和维护国家安全的重要屏障。（）,错
坚持党对国家安全工作的领导，是做好国家安全工作的根本原则。各地区要建立健全党委统一领导的国家安全工作责任制，强化维护国家安全责任，守土有责、守土尽责。（）,对
总体国家安全观包含的“国际安全理念”分别为：共同安全；综合安全；合作安全；可持续安全。（ ）,对
国家安全和社会稳定是改革发展的前提。（ ）,对
意识形态决定文化前进方向和发展道路。( ),对
传统媒体是意识形态工作的主战场、最前沿。（ ）,错
金融安全是国家安全的重要组成部分，是经济平稳健康发展的重要基础，是关系我国经济社会发展全局的一件带有战略性、根本性的大事。（）,对
我国国家安全法律体系由宪法及其宪法相关法，国家安全刑事法，国家安全行政法，其他国家安全相关法等几部分组成。（）,对
对当代中国来说，人民主权安全问题就是落实宪法、落实党章的问题， 就是把国家权力真正落实到人民手里的问题。（ ）,对
十九届中央国家安全委员会第一次会议审议并通过了《党委（党组） 国家安全责任制规定》( ),对
我国的国家安全，坚持人民利益至上。( ),错
我国的国家安全，以政治安全为宗旨，以国土安全为根本，经济安全以为基础。( ),错
“坚持总体国家安全观，维护国家主权、安全、发展利益”，是政法工作应当遵循的原则之一。( ),对
党的十九大把坚持总体国家安全观列为新时代坚持和发展中国特色社会主义的基本方略之一。( ),对
公安机关对调查的恐怖活动嫌疑人规定的约束措施期限不得超过( ),B
邪教通常利用各种（ ）引诱信徒消极厌世，挑动他们对现实和政府的不满情绪。,A
邪教一般打着（ ）、气功、传统文化等旗号招揽信众。,A
全能神的创始人是：（ ）,C
法轮功邪教组织是什么时候被取缔的？ （ ）,C
法轮功是一种（ ）,A
我国刑法规定，邪教组织是指冒用宗教、气功或者以其他名义建立，神化、鼓吹首要分子，利用制造、散布迷信邪 说等手段蛊惑、蒙骗他人，发展、控制成员，危害社会的（ ）。,D
我国是一个多民族的国家，也是一个多宗教的国家，主要宗教有（ ）。,D
"邪教“教主""为了达到（ ）的目的，散布“世界末日” 等歪理邪说，威胁恐吓群众，让一些人产生依赖、恐惧心理，扰乱社会秩序。",A
《境外非政府组织境内活动管理法》所称境外非政府组织不包括（ ）。,A
（ ）的国防教育是全民国防教育的基础。,C
各级（ ）应当对公民加强国防教育，增强国防观念，保护军事设施，保守军事设施秘密，制止破坏、危害军事设施的行为。,B
国家对密码实行分类管理。以下（ ）不属于《密码法》规定的密码种类。,C
核心密码、普通密码用于保护国家秘密信息，核心密码保护信息的最高密级为绝密级，普通密码保护信息的最高密级为（ ）。,B
根据《外商投资法》规定，在中国境内进行投资活动的外国投资者、外商投资企业，不得（ ）、损害社会公共利益。,B
国家秘密的保密期限届满的，自行（ ）。,C
不具有记者身份的境外人员自行进行采访报道活动，属于（ ）行为。,B
（ ）不属于外国人申请在中国永久居留的基本条件。,D
中国公民出境、入境，应从（ ）通行，接受边防检查机关的检查。,C
境外非政府组织申请登记设立代表机构，应当经（ ）同意。其名录由国务院和省级人民政府公安机关会同有关部门公布。,B
《境外非政府组织境内活动管理法》规定，境外非政府组织在我国境内活动的领域不包括（ ）。,C
境外非政府组织未在中国境内设立代表机构，在中国境内开展临时活动的，应当与之合作的中方合作单位不可以是（ ）。,A
国家根据军事设施的性质、作用、安全保密的需要和（ ）的要求， 划定军事禁区、军事管理区。,D
因维护国家安全和社会公共秩序，处置重大突发社会安全事件的需要， 经 （ ）决定或者批准，可以在特定区域对网络通信采取限制等临时措施。,C
国家秘密的知悉范围，应当根据工作需要限定在（ ）。,A
（ ）在履行网络安全监督管理职责中，发现网络存在较大安全风险或者发生安全事件的，可以按照规定的权限和程序对该网络的运营者的法定代表人或者主要负责人进行约谈。,A
（ ）等有关机关依照《网络安全法》和有关法律、行政法规的规定， 在各自职责范围内负责网络安全保护和监督管理工作。,D
（ ）负责统筹协调网络安全工作和相关监督管理工作。,C
《网络安全法》规定，网络运营者应当对其收集的用户信息严格保密， 并建立健全（ ）制度。,D
公民和组织发现间谍行为，应当及时向（ ）报告；向公安机关等其他国家机关、组织报告的，相关国家机关、组织应当立即移送国家安全机关处理。,D
哪种妨碍国家安全机关执行任务的行为，由其所在单位或者上级主管部门予以处分或者由国家安全机关处十五日以下行政拘留。（ ）,A
适应世界新军事革命发展趋势和国家安全需求，提高建设质量和效益， 同国家现代化进程相一致，全面推进军事理论现代化、军队组织形态现代化、武器装备现代化，力争到（ ）基本实现国防和军队现代化，到本世纪中叶把人民军队全面建成世界一流军队。,D
《保密法》属于（ ）。,C
《人民警察法》属于（ ）。,C
《刑事诉讼法》属于（ ）。,B
《国家安全法》属于（ ）。,A
我国第一部《国家安全法》是（ ）年出台的。,A
中央国家安全委员会在（ ） 年成立。,B
习近平总书记针对国际安全问题指出：“既重视自身安全，又重视共同安全，打造（ ），推动各方朝着互利互惠、共同安全的目标相向而行。”,C
在防控新冠肺炎疫情中，新纳入国家安全体系的是（ ）。,D
总体国家安全观包含的“国际安全理念”有（ ）个：,B
针对 2020 年初的疫情，习近平总书记指出要强化公共卫生法治保障， 全面加强公共卫生领域相关法律法规建设。下列选项中属于需要尽快推动出台的法律是（ ）。,B
为科学精准打赢新冠肺炎疫情防控阻击战，习近平总书记指出要针对疫情中暴露出的短板和不足，抓紧补短板、堵漏洞、强弱项，完善重大疫情防控机制体制，健全管理体系。下列针对健全管理体系说法正确的是（ ）。,A
习近平总书记指出了我国经济运行面临的突出矛盾问题，并将其概括为“三大失衡”，下列表述不属于“三大失衡”的是（ ）。,C
金融安全是国家安全的重要组成部分，遵循金融发展规律，创新和完善金融调控必须紧紧围绕三项任务，下列关于三项任务表述错误的是（ ）。,D
被称为发展“推进器”、民意“晴雨表”、社会“黏合剂”、道德“风向标”的是指（ ）。,B
习近平总书记指出，我国科技总体上与发达国家比有差距，要发挥自己优势， 在 2050 年都不可能赶上的核心技术领域，要研究措施。这一措施被称为（ ）。,C
习近平总书记在党的十八届中央政治局集体学习时指出，大力发展核心技术，完善网络治理体系的“牛鼻子”是指（ ）。,A
习近平总书记在《学习贯彻党的十八届五中全会精神专题研讨班上的讲话》中将（ ）称为我国经济发展中的“阿喀琉斯之踵”。,C
被称为我国首份指导国家安全工作的纲领性文件是（ ）。,D
面对新形势新挑战，要发扬（ ）精神，既要敢于斗争，又要善于斗争。,A
围绕不断提高维护人民安全的能力和水平，下列选项中不属于重点做好维护公共安全的措施有（ ）。,B
